2,8000,0.201974868774
2,16000,0.382796049118
2,24000,0.677625179291
2,32000,0.857353925705
2,40000,1.19192004204
2,48000,1.65057206154
2,56000,1.76224017143
2,64000,2.09517502785
2,72000,2.37437987328
2,80000,2.61393880844
2,88000,3.86622595787
2,96000,4.16805887222
2,104000,4.60610985756
2,112000,4.65505003929
2,120000,4.94053196907
2,128000,5.48205113411
5,8000,0.390153884888
5,16000,1.1207010746
5,24000,2.12859201431
5,32000,3.20195794106
5,40000,4.50784707069
5,48000,5.86051797867
5,56000,6.96505713463
5,64000,8.35725998878
5,72000,10.0785040855
5,80000,11.8928399086
5,88000,14.2854990959
5,96000,16.3619041443
5,104000,18.1008689404
5,112000,18.765378952
5,120000,20.262346983
5,128000,22.245456934
10,8000,0.362307071686
10,16000,1.10565090179
10,24000,2.1113088131
10,32000,3.8094599247
10,40000,5.60643601418
10,48000,8.05391407013
10,56000,12.0181820393
10,64000,14.4568071365
10,72000,17.575797081
10,80000,20.9547560215
10,88000,28.589566946
10,96000,31.5660579205
10,104000,35.0399270058
10,112000,46.7496728897
10,120000,51.5727710724
10,128000,56.6605160236
25,8000,0.503958940506
25,16000,1.15347003937
25,24000,2.52892589569
25,32000,3.7748811245
25,40000,5.54964900017
25,48000,7.7039680481
25,56000,10.2646648884
25,64000,12.3325390816
25,72000,14.4936189651
25,80000,17.8296489716
25,88000,24.9521570206
25,96000,27.6805050373
25,104000,31.0702199936
25,112000,38.4048509598
25,120000,41.4252431393
25,128000,45.7964301109
50,8000,1.46589207649
50,16000,2.91623210907
50,24000,4.17734980583
50,32000,6.72125601768
50,40000,9.49217200279
50,48000,11.0911870003
50,56000,13.4033820629
50,64000,16.9308049679
50,72000,20.2958710194
50,80000,27.0205729008
50,88000,31.7669379711
50,96000,37.2198050022
50,104000,39.0934021473
50,112000,45.5359759331
50,120000,49.7200181484
50,128000,54.0523099899
