2,8000,0.227055072784
2,16000,0.532173156738
2,24000,0.879513025284
2,32000,1.24024891853
2,40000,1.81793093681
2,48000,2.22707700729
2,56000,2.89961886406
2,64000,3.2689011097
2,72000,3.87070393562
2,80000,6.16474890709
2,88000,6.37934803963
2,96000,8.87552189827
2,104000,8.83126091957
2,112000,10.2158279419
2,120000,12.5876441002
2,128000,13.6096761227
5,8000,0.405529975891
5,16000,1.33872485161
5,24000,2.52023291588
5,32000,3.81210708618
5,40000,4.77973794937
5,48000,7.4870300293
5,56000,7.76650905609
5,64000,8.53143310547
5,72000,11.8250510693
5,80000,14.0402071476
5,88000,16.0629730225
5,96000,19.1256659031
5,104000,19.8361799717
5,112000,20.415594101
5,120000,21.5572421551
5,128000,24.9693388939
10,8000,0.523543119431
10,16000,1.62090706825
10,24000,3.66929006577
10,32000,5.36760091782
10,40000,7.74307012558
10,48000,13.7823400497
10,56000,15.9222350121
10,64000,19.0056459904
10,72000,22.3747861385
10,80000,31.0509710312
10,88000,49.9119548798
10,96000,47.1509799957
10,104000,58.6490371227
10,112000,72.9800539017
10,120000,68.7178759575
10,128000,60.2585930824
25,8000,0.886401891708
25,16000,2.55635499954
25,24000,10.2341220379
25,32000,10.0402569771
25,40000,16.4257571697
25,48000,23.4617791176
25,56000,32.1058709621
25,64000,35.5998060703
25,72000,51.0438849926
25,80000,53.5488469601
25,88000,74.6229739189
25,96000,87.4415640831
25,104000,103.67979002
25,112000,100.422867775
25,120000,117.445795059
25,128000,127.074856043
50,8000,2.15198493004
50,16000,6.01606011391
50,24000,15.0741400719
50,32000,24.8565030098
50,40000,32.738462925
50,48000,54.6907629967
50,56000,65.1226139069
50,64000,80.4430060387
50,72000,103.5877738
50,80000,120.219110966
50,88000,171.107203007
50,96000,201.432529926
50,104000,238.729315996
50,112000,258.13277483
50,120000,285.661708117
50,128000,316.628612041
