2,8000,0.175021886826
2,16000,0.387292146683
2,24000,0.677018880844
2,32000,0.934924125671
2,40000,1.17343378067
2,48000,1.38080406189
2,56000,1.60144400597
2,64000,1.79244303703
2,72000,2.1175339222
2,80000,2.43222498894
2,88000,2.75695896149
2,96000,3.10400700569
2,104000,3.41808009148
2,112000,3.49205112457
2,120000,3.87581586838
2,128000,4.19616699219
5,8000,0.372463941574
5,16000,1.05067205429
5,24000,1.93789100647
5,32000,2.74101495743
5,40000,3.80962181091
5,48000,4.98932695389
5,56000,5.92916297913
5,64000,7.09130311012
5,72000,8.22766804695
5,80000,9.74051809311
5,88000,11.0401978493
5,96000,12.6047639847
5,104000,14.0353701115
5,112000,14.6283960342
5,120000,16.2875649929
5,128000,17.4939930439
10,8000,0.349482059479
10,16000,1.09388589859
10,24000,1.87578415871
10,32000,3.21113491058
10,40000,4.35681700706
10,48000,6.19830203056
10,56000,9.55884099007
10,64000,11.4342520237
10,72000,13.2101860046
10,80000,16.1834290028
10,88000,20.0170080662
10,96000,22.5502281189
10,104000,24.9669640064
10,112000,35.226790905
10,120000,39.5434041023
10,128000,42.897605896
25,8000,0.444399118423
25,16000,1.209430933
25,24000,1.97230005264
25,32000,3.10147595406
25,40000,4.67809796333
25,48000,5.50237488747
25,56000,7.86162614822
25,64000,9.46203804016
25,72000,11.5571279526
25,80000,13.881565094
25,88000,16.1510570049
25,96000,18.3807759285
25,104000,20.2770631313
25,112000,25.9744091034
25,120000,28.6864550114
25,128000,31.9634900093
50,8000,1.42019295692
50,16000,2.98401212692
50,24000,3.57059788704
50,32000,5.97410511971
50,40000,7.985861063
50,48000,9.6884970665
50,56000,11.9059169292
50,64000,13.7416830063
50,72000,17.8067760468
50,80000,20.3124599457
50,88000,20.6006500721
50,96000,22.6325879097
50,104000,27.3392460346
50,112000,31.2804059982
50,120000,34.6195569038
50,128000,39.2653598785
