2,2000,0.190771818161
2,4000,0.33536696434
2,6000,0.475166797638
2,8000,0.830126047134
2,10000,1.21801495552
2,12000,1.66791892052
2,14000,2.25732898712
2,16000,2.97524309158
2,18000,3.75251483917
2,20000,4.78878498077
2,22000,5.71841812134
2,24000,6.86345005035
2,26000,8.4248509407
2,28000,10.5936911106
2,30000,12.250483036
2,32000,14.2500619888
5,2000,0.165930986404
5,4000,0.25049495697
5,6000,0.505705833435
5,8000,0.85303401947
5,10000,1.30479001999
5,12000,1.78360509872
5,14000,2.37719798088
5,16000,3.19220519066
5,18000,4.0063521862
5,20000,5.10847592354
5,22000,6.15350604057
5,24000,7.8016500473
5,26000,9.36254882812
5,28000,10.940628767
5,30000,13.0416350365
5,32000,15.0905759335
10,2000,0.171450138092
10,4000,0.306551933289
10,6000,0.609230041504
10,8000,1.01101207733
10,10000,1.56092309952
10,12000,2.25636100769
10,14000,3.02007102966
10,16000,3.85052204132
10,18000,4.90771794319
10,20000,6.28313612938
10,22000,7.84088993073
10,24000,9.35490894318
10,26000,11.2061488628
10,28000,13.258589983
10,30000,15.8290801048
10,32000,18.140255928
25,2000,0.187772035599
25,4000,0.422642946243
25,6000,0.917279958725
25,8000,1.49317598343
25,10000,2.3160700798
25,12000,3.33820199966
25,14000,4.4094080925
25,16000,5.88487386703
25,18000,7.52313017845
25,20000,9.37871217728
25,22000,11.7811200619
25,24000,14.447204113
25,26000,17.3661310673
25,28000,20.1399390697
25,30000,24.2563328743
25,32000,28.605463028
50,2000,0.230389118195
50,4000,0.681818008423
50,6000,1.39964485168
50,8000,2.48313784599
50,10000,3.77135896683
50,12000,5.48401618004
50,14000,7.19847917557
50,16000,9.64172506332
50,18000,12.4206252098
50,20000,15.4045789242
50,22000,18.8578879833
50,24000,22.6411821842
50,26000,26.6900000572
50,28000,31.2701971531
50,30000,36.5198609829
50,32000,41.7656099796
